"","Country","Year","Variable","Source","Value","Unit"
"669","MYANMAR",2006,"HARVESTERS-THRESHERS","FAO",20.16,"000 harvesters-threshers"
"670","MYANMAR",2005,"HARVESTERS-THRESHERS","FAO",16.85,"000 harvesters-threshers"
"671","MYANMAR",2004,"HARVESTERS-THRESHERS","FAO",16.02,"000 harvesters-threshers"
"672","MYANMAR",2003,"HARVESTERS-THRESHERS","FAO",9.51,"000 harvesters-threshers"
"673","MYANMAR",2002,"HARVESTERS-THRESHERS","FAO",8.5,"000 harvesters-threshers"
"674","MYANMAR",2001,"HARVESTERS-THRESHERS","FAO",8.17,"000 harvesters-threshers"
"675","MYANMAR",2000,"HARVESTERS-THRESHERS","FAO",7.84,"000 harvesters-threshers"
"676","MYANMAR",1999,"HARVESTERS-THRESHERS","FAO",7.51,"000 harvesters-threshers"
"677","MYANMAR",1998,"HARVESTERS-THRESHERS","FAO",7.18,"000 harvesters-threshers"
"678","MYANMAR",1997,"HARVESTERS-THRESHERS","FAO",7.8,"000 harvesters-threshers"
"679","MYANMAR",1996,"HARVESTERS-THRESHERS","FAO",8.08,"000 harvesters-threshers"
"680","MYANMAR",1995,"HARVESTERS-THRESHERS","FAO",7.16,"000 harvesters-threshers"
"681","MYANMAR",1994,"HARVESTERS-THRESHERS","FAO",3.93,"000 harvesters-threshers"
"682","MYANMAR",1993,"HARVESTERS-THRESHERS","FAO",3.9,"000 harvesters-threshers"
"683","MYANMAR",1992,"HARVESTERS-THRESHERS","FAO",3.9,"000 harvesters-threshers"
"684","MYANMAR",1991,"HARVESTERS-THRESHERS","FAO",3.9,"000 harvesters-threshers"
"685","MYANMAR",1990,"HARVESTERS-THRESHERS","FAO",3.5,"000 harvesters-threshers"
"686","MYANMAR",1989,"HARVESTERS-THRESHERS","FAO",3.5,"000 harvesters-threshers"
"687","MYANMAR",1988,"HARVESTERS-THRESHERS","FAO",3.5,"000 harvesters-threshers"
"688","MYANMAR",1987,"HARVESTERS-THRESHERS","FAO",3.5,"000 harvesters-threshers"
"689","MYANMAR",1986,"HARVESTERS-THRESHERS","FAO",3.5,"000 harvesters-threshers"
"690","MYANMAR",1985,"HARVESTERS-THRESHERS","FAO",2.5,"000 harvesters-threshers"
"691","MYANMAR",1984,"HARVESTERS-THRESHERS","FAO",2.5,"000 harvesters-threshers"
"692","MYANMAR",1983,"HARVESTERS-THRESHERS","FAO",2.5,"000 harvesters-threshers"
"693","MYANMAR",1982,"HARVESTERS-THRESHERS","FAO",2.5,"000 harvesters-threshers"
"694","MYANMAR",1981,"HARVESTERS-THRESHERS","FAO",2.5,"000 harvesters-threshers"
"695","MYANMAR",1980,"HARVESTERS-THRESHERS","FAO",2,"000 harvesters-threshers"
"696","MYANMAR",1979,"HARVESTERS-THRESHERS","FAO",2,"000 harvesters-threshers"
"697","MYANMAR",1978,"HARVESTERS-THRESHERS","FAO",2,"000 harvesters-threshers"
"698","MYANMAR",1977,"HARVESTERS-THRESHERS","FAO",2,"000 harvesters-threshers"
"699","MYANMAR",1976,"HARVESTERS-THRESHERS","FAO",2,"000 harvesters-threshers"
"700","MYANMAR",1975,"HARVESTERS-THRESHERS","FAO",2,"000 harvesters-threshers"
"701","MYANMAR",1974,"HARVESTERS-THRESHERS","FAO",2,"000 harvesters-threshers"
"702","MYANMAR",1973,"HARVESTERS-THRESHERS","FAO",2,"000 harvesters-threshers"
"703","MYANMAR",1972,"HARVESTERS-THRESHERS","FAO",2,"000 harvesters-threshers"
"704","MYANMAR",1971,"HARVESTERS-THRESHERS","FAO",1,"000 harvesters-threshers"
"705","MYANMAR",1970,"HARVESTERS-THRESHERS","FAO",1,"000 harvesters-threshers"
"706","MYANMAR",1969,"HARVESTERS-THRESHERS","FAO",1,"000 harvesters-threshers"
"707","MYANMAR",1968,"HARVESTERS-THRESHERS","FAO",1,"000 harvesters-threshers"
"708","MYANMAR",1967,"HARVESTERS-THRESHERS","FAO",1,"000 harvesters-threshers"
"709","MYANMAR",1966,"HARVESTERS-THRESHERS","FAO",1,"000 harvesters-threshers"
"710","MYANMAR",1965,"HARVESTERS-THRESHERS","FAO",1,"000 harvesters-threshers"
"711","MYANMAR",1964,"HARVESTERS-THRESHERS","FAO",1,"000 harvesters-threshers"
"712","MYANMAR",1963,"HARVESTERS-THRESHERS","FAO",1,"000 harvesters-threshers"
"713","MYANMAR",1962,"HARVESTERS-THRESHERS","FAO",1,"000 harvesters-threshers"
"714","MYANMAR",1961,"HARVESTERS-THRESHERS","FAO",1,"000 harvesters-threshers"
"715","MYANMAR",2013,"HUSKED OR BROWN RICE","WTO",5,"$/kg"
"716","MYANMAR",2012,"HUSKED OR BROWN RICE","WTO",5,"$/kg"
"717","MYANMAR",2011,"HUSKED OR BROWN RICE","WTO",5,"$/kg"
"718","MYANMAR",2010,"HUSKED OR BROWN RICE","WTO",5,"$/kg"
"719","MYANMAR",2008,"HUSKED OR BROWN RICE","WTO",5,"$/kg"
"720","MYANMAR",2007,"HUSKED OR BROWN RICE","WTO",5,"$/kg"
"721","MYANMAR",2006,"HUSKED OR BROWN RICE","WTO",5,"$/kg"
"722","MYANMAR",2013,"IMPORT QUANTITY","FAO",20,"000 t"
"723","MYANMAR",2012,"IMPORT QUANTITY","FAO",46.45,"000 t"
"724","MYANMAR",2011,"IMPORT QUANTITY","FAO",3.08,"000 t"
"725","MYANMAR",2010,"IMPORT QUANTITY","FAO",1.59,"000 t"
"726","MYANMAR",2009,"IMPORT QUANTITY","FAO",23,"000 t"
"727","MYANMAR",2008,"IMPORT QUANTITY","FAO",81,"000 t"
"728","MYANMAR",2007,"IMPORT QUANTITY","FAO",3.15,"000 t"
"729","MYANMAR",2006,"IMPORT QUANTITY","FAO",10.5,"000 t"
"730","MYANMAR",2005,"IMPORT QUANTITY","FAO",2.1,"000 t"
"731","MYANMAR",2004,"IMPORT QUANTITY","FAO",18,"000 t"
"732","MYANMAR",2003,"IMPORT QUANTITY","FAO",9,"000 t"
"733","MYANMAR",2002,"IMPORT QUANTITY","FAO",16,"000 t"
"734","MYANMAR",2001,"IMPORT QUANTITY","FAO",13,"000 t"
"735","MYANMAR",2000,"IMPORT QUANTITY","FAO",10.14,"000 t"
"736","MYANMAR",1999,"IMPORT QUANTITY","FAO",6.66,"000 t"
"737","MYANMAR",1998,"IMPORT QUANTITY","FAO",0.95,"000 t"
"738","MYANMAR",1997,"IMPORT QUANTITY","FAO",1.63,"000 t"
"739","MYANMAR",1996,"IMPORT QUANTITY","FAO",0.46,"000 t"
"740","MYANMAR",1975,"IMPORT QUANTITY","FAO",0.01,"000 t"
"741","MYANMAR",1967,"IMPORT QUANTITY","FAO",0.03,"000 t"
"742","MYANMAR",2007,"IMPORT QUANTITY","USDA",50,"000 t"
"743","MYANMAR",2001,"IMPORT QUANTITY","USDA",1,"000 t"
"744","MYANMAR",1998,"IMPORT QUANTITY","USDA",1,"000 t"
"745","MYANMAR",1993,"IMPORT QUANTITY","USDA",2,"000 t"
"746","MYANMAR",2013,"IMPORT VALUE","FAO",14000,"000 US$"
"747","MYANMAR",2012,"IMPORT VALUE","FAO",32800,"000 US$"
"748","MYANMAR",2011,"IMPORT VALUE","FAO",1600,"000 US$"
"749","MYANMAR",2010,"IMPORT VALUE","FAO",830,"000 US$"
"750","MYANMAR",2009,"IMPORT VALUE","FAO",11500,"000 US$"
"751","MYANMAR",2008,"IMPORT VALUE","FAO",40000,"000 US$"
"752","MYANMAR",2007,"IMPORT VALUE","FAO",1076,"000 US$"
"753","MYANMAR",2006,"IMPORT VALUE","FAO",3547,"000 US$"
"754","MYANMAR",2005,"IMPORT VALUE","FAO",559,"000 US$"
"755","MYANMAR",2004,"IMPORT VALUE","FAO",3600,"000 US$"
"756","MYANMAR",2003,"IMPORT VALUE","FAO",1700,"000 US$"
"757","MYANMAR",2002,"IMPORT VALUE","FAO",2000,"000 US$"
"758","MYANMAR",2001,"IMPORT VALUE","FAO",2000,"000 US$"
"759","MYANMAR",2000,"IMPORT VALUE","FAO",2680,"000 US$"
"760","MYANMAR",1999,"IMPORT VALUE","FAO",1720,"000 US$"
"761","MYANMAR",1998,"IMPORT VALUE","FAO",295,"000 US$"
"762","MYANMAR",1997,"IMPORT VALUE","FAO",560,"000 US$"
"763","MYANMAR",1996,"IMPORT VALUE","FAO",245,"000 US$"
"764","MYANMAR",1975,"IMPORT VALUE","FAO",1,"000 US$"
"765","MYANMAR",1970,"IMPORT VALUE","FAO",1,"000 US$"
"766","MYANMAR",1967,"IMPORT VALUE","FAO",5,"000 US$"
"767","MYANMAR",2012,"LAND AREA","FAO",65329,"000 Ha"
"768","MYANMAR",2011,"LAND AREA","FAO",65329,"000 Ha"
"769","MYANMAR",2010,"LAND AREA","FAO",65326,"000 Ha"
"770","MYANMAR",2009,"LAND AREA","FAO",65330,"000 Ha"
"771","MYANMAR",2008,"LAND AREA","FAO",65331,"000 Ha"
"772","MYANMAR",2007,"LAND AREA","FAO",65352,"000 Ha"
"773","MYANMAR",2006,"LAND AREA","FAO",65347,"000 Ha"
"774","MYANMAR",2005,"LAND AREA","FAO",65336,"000 Ha"
"775","MYANMAR",2004,"LAND AREA","FAO",65342,"000 Ha"
"776","MYANMAR",2003,"LAND AREA","FAO",65354,"000 Ha"
"777","MYANMAR",2002,"LAND AREA","FAO",65354,"000 Ha"
"778","MYANMAR",2001,"LAND AREA","FAO",65354,"000 Ha"
"779","MYANMAR",2000,"LAND AREA","FAO",65354,"000 Ha"
"780","MYANMAR",1999,"LAND AREA","FAO",65354,"000 Ha"
"781","MYANMAR",1998,"LAND AREA","FAO",65354,"000 Ha"
"782","MYANMAR",1997,"LAND AREA","FAO",65354,"000 Ha"
"783","MYANMAR",1996,"LAND AREA","FAO",65354,"000 Ha"
"784","MYANMAR",1995,"LAND AREA","FAO",65354,"000 Ha"
"785","MYANMAR",1994,"LAND AREA","FAO",65354,"000 Ha"
"786","MYANMAR",1993,"LAND AREA","FAO",65354,"000 Ha"
"787","MYANMAR",1992,"LAND AREA","FAO",65354,"000 Ha"
"788","MYANMAR",1991,"LAND AREA","FAO",65354,"000 Ha"
"789","MYANMAR",1990,"LAND AREA","FAO",65354,"000 Ha"
"790","MYANMAR",1989,"LAND AREA","FAO",65354,"000 Ha"
"791","MYANMAR",1988,"LAND AREA","FAO",65354,"000 Ha"
"792","MYANMAR",1987,"LAND AREA","FAO",65354,"000 Ha"
"793","MYANMAR",1986,"LAND AREA","FAO",65354,"000 Ha"
"794","MYANMAR",1985,"LAND AREA","FAO",65354,"000 Ha"
"795","MYANMAR",1984,"LAND AREA","FAO",65354,"000 Ha"
"796","MYANMAR",1983,"LAND AREA","FAO",65354,"000 Ha"
"797","MYANMAR",1982,"LAND AREA","FAO",65354,"000 Ha"
"798","MYANMAR",1981,"LAND AREA","FAO",65354,"000 Ha"
"799","MYANMAR",1980,"LAND AREA","FAO",65354,"000 Ha"
"800","MYANMAR",1979,"LAND AREA","FAO",65354,"000 Ha"
"801","MYANMAR",1978,"LAND AREA","FAO",65354,"000 Ha"
"802","MYANMAR",1977,"LAND AREA","FAO",65354,"000 Ha"
"803","MYANMAR",1976,"LAND AREA","FAO",65354,"000 Ha"
"804","MYANMAR",1975,"LAND AREA","FAO",65354,"000 Ha"
"805","MYANMAR",1974,"LAND AREA","FAO",65354,"000 Ha"
"806","MYANMAR",1973,"LAND AREA","FAO",65354,"000 Ha"
"807","MYANMAR",1972,"LAND AREA","FAO",65354,"000 Ha"
"808","MYANMAR",1971,"LAND AREA","FAO",65354,"000 Ha"
"809","MYANMAR",1970,"LAND AREA","FAO",65354,"000 Ha"
"810","MYANMAR",1969,"LAND AREA","FAO",65354,"000 Ha"
"811","MYANMAR",1968,"LAND AREA","FAO",65354,"000 Ha"
"812","MYANMAR",1967,"LAND AREA","FAO",65354,"000 Ha"
"813","MYANMAR",1966,"LAND AREA","FAO",65354,"000 Ha"
"814","MYANMAR",1965,"LAND AREA","FAO",65354,"000 Ha"
"815","MYANMAR",1964,"LAND AREA","FAO",65354,"000 Ha"
"816","MYANMAR",1963,"LAND AREA","FAO",65354,"000 Ha"
"817","MYANMAR",1962,"LAND AREA","FAO",65354,"000 Ha"
"818","MYANMAR",1961,"LAND AREA","FAO",65354,"000 Ha"
"819","MYANMAR",1993,"MV AREA","Country Sources",3366,"000 Ha"
"820","MYANMAR",1992,"MV AREA","Country Sources",3084,"000 Ha"
"821","MYANMAR",1991,"MV AREA","Country Sources",2451,"000 Ha"
"822","MYANMAR",1990,"MV AREA","Country Sources",2440,"000 Ha"
"823","MYANMAR",1989,"MV AREA","Country Sources",2457,"000 Ha"
"824","MYANMAR",1988,"MV AREA","Country Sources",2474,"000 Ha"
"825","MYANMAR",1987,"MV AREA","Country Sources",2393,"000 Ha"
"826","MYANMAR",1986,"MV AREA","Country Sources",2389,"000 Ha"
"827","MYANMAR",1985,"MV AREA","Country Sources",2362,"000 Ha"
"828","MYANMAR",1984,"MV AREA","Country Sources",2568,"000 Ha"
"829","MYANMAR",1983,"MV AREA","Country Sources",2566,"000 Ha"
"830","MYANMAR",1982,"MV AREA","Country Sources",2548,"000 Ha"
"831","MYANMAR",1981,"MV AREA","Country Sources",2461,"000 Ha"
"832","MYANMAR",1980,"MV AREA","Country Sources",2127,"000 Ha"
"833","MYANMAR",1979,"MV AREA","Country Sources",1342,"000 Ha"
"834","MYANMAR",1978,"MV AREA","Country Sources",823,"000 Ha"
"835","MYANMAR",1977,"MV AREA","Country Sources",522,"000 Ha"
"836","MYANMAR",1976,"MV AREA","Country Sources",463,"000 Ha"
"837","MYANMAR",1975,"MV AREA","Country Sources",433,"000 Ha"
"838","MYANMAR",1974,"MV AREA","Country Sources",316,"000 Ha"
"839","MYANMAR",1973,"MV AREA","Country Sources",238,"000 Ha"
"840","MYANMAR",1972,"MV AREA","Country Sources",192,"000 Ha"
"841","MYANMAR",1971,"MV AREA","Country Sources",178,"000 Ha"
"842","MYANMAR",1970,"MV AREA","Country Sources",183,"000 Ha"
"843","MYANMAR",1969,"MV AREA","Country Sources",134,"000 Ha"
"844","MYANMAR",1968,"MV AREA","Country Sources",167,"000 Ha"
"845","MYANMAR",1967,"MV AREA","Country Sources",3,"000 Ha"
"846","MYANMAR",2014,"OFFICIAL EXCHANGE RATE","WB",984.35,"Local currency/US$"
"847","MYANMAR",2013,"OFFICIAL EXCHANGE RATE","WB",933.57,"Local currency/US$"
"848","MYANMAR",2012,"OFFICIAL EXCHANGE RATE","WB",640.65,"Local currency/US$"
"849","MYANMAR",2011,"OFFICIAL EXCHANGE RATE","WB",5.44,"Local currency/US$"
"850","MYANMAR",2010,"OFFICIAL EXCHANGE RATE","WB",5.63,"Local currency/US$"
"851","MYANMAR",2009,"OFFICIAL EXCHANGE RATE","WB",5.58,"Local currency/US$"
"852","MYANMAR",2008,"OFFICIAL EXCHANGE RATE","WB",5.44,"Local currency/US$"
"853","MYANMAR",2007,"OFFICIAL EXCHANGE RATE","WB",5.62,"Local currency/US$"
"854","MYANMAR",2006,"OFFICIAL EXCHANGE RATE","WB",5.84,"Local currency/US$"
"855","MYANMAR",2005,"OFFICIAL EXCHANGE RATE","WB",5.82,"Local currency/US$"
"856","MYANMAR",2004,"OFFICIAL EXCHANGE RATE","WB",5.81,"Local currency/US$"
"857","MYANMAR",2003,"OFFICIAL EXCHANGE RATE","WB",6.14,"Local currency/US$"
"858","MYANMAR",2002,"OFFICIAL EXCHANGE RATE","WB",6.64,"Local currency/US$"
"859","MYANMAR",2001,"OFFICIAL EXCHANGE RATE","WB",6.75,"Local currency/US$"
"860","MYANMAR",2000,"OFFICIAL EXCHANGE RATE","WB",6.52,"Local currency/US$"
"861","MYANMAR",1999,"OFFICIAL EXCHANGE RATE","WB",6.29,"Local currency/US$"
"862","MYANMAR",1998,"OFFICIAL EXCHANGE RATE","WB",6.34,"Local currency/US$"
"863","MYANMAR",1997,"OFFICIAL EXCHANGE RATE","WB",6.24,"Local currency/US$"
"864","MYANMAR",1996,"OFFICIAL EXCHANGE RATE","WB",5.92,"Local currency/US$"
"865","MYANMAR",1995,"OFFICIAL EXCHANGE RATE","WB",5.67,"Local currency/US$"
"866","MYANMAR",1994,"OFFICIAL EXCHANGE RATE","WB",5.97,"Local currency/US$"
"867","MYANMAR",1993,"OFFICIAL EXCHANGE RATE","WB",6.16,"Local currency/US$"
"868","MYANMAR",1992,"OFFICIAL EXCHANGE RATE","WB",6.1,"Local currency/US$"
"869","MYANMAR",1991,"OFFICIAL EXCHANGE RATE","WB",6.28,"Local currency/US$"
"870","MYANMAR",1990,"OFFICIAL EXCHANGE RATE","WB",6.34,"Local currency/US$"
"871","MYANMAR",1989,"OFFICIAL EXCHANGE RATE","WB",6.7,"Local currency/US$"
"872","MYANMAR",1988,"OFFICIAL EXCHANGE RATE","WB",6.39,"Local currency/US$"
"873","MYANMAR",1987,"OFFICIAL EXCHANGE RATE","WB",6.65,"Local currency/US$"
"874","MYANMAR",1986,"OFFICIAL EXCHANGE RATE","WB",7.33,"Local currency/US$"
"875","MYANMAR",1985,"OFFICIAL EXCHANGE RATE","WB",8.47,"Local currency/US$"
"876","MYANMAR",1984,"OFFICIAL EXCHANGE RATE","WB",8.3,"Local currency/US$"
"877","MYANMAR",1983,"OFFICIAL EXCHANGE RATE","WB",7.96,"Local currency/US$"
"878","MYANMAR",1982,"OFFICIAL EXCHANGE RATE","WB",7.71,"Local currency/US$"
"879","MYANMAR",1981,"OFFICIAL EXCHANGE RATE","WB",7.22,"Local currency/US$"
"880","MYANMAR",1980,"OFFICIAL EXCHANGE RATE","WB",6.54,"Local currency/US$"
"881","MYANMAR",1979,"OFFICIAL EXCHANGE RATE","WB",6.59,"Local currency/US$"
"882","MYANMAR",1978,"OFFICIAL EXCHANGE RATE","WB",6.8,"Local currency/US$"
"883","MYANMAR",1977,"OFFICIAL EXCHANGE RATE","WB",7.07,"Local currency/US$"
"884","MYANMAR",1976,"OFFICIAL EXCHANGE RATE","WB",6.71,"Local currency/US$"
"885","MYANMAR",1975,"OFFICIAL EXCHANGE RATE","WB",6.38,"Local currency/US$"
"886","MYANMAR",1974,"OFFICIAL EXCHANGE RATE","WB",4.86,"Local currency/US$"
"887","MYANMAR",1973,"OFFICIAL EXCHANGE RATE","WB",4.93,"Local currency/US$"
"888","MYANMAR",1972,"OFFICIAL EXCHANGE RATE","WB",5.46,"Local currency/US$"
"889","MYANMAR",1971,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"890","MYANMAR",1970,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"891","MYANMAR",1969,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"892","MYANMAR",1968,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"893","MYANMAR",1967,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"894","MYANMAR",1966,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"895","MYANMAR",1965,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"896","MYANMAR",1964,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"897","MYANMAR",1963,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"898","MYANMAR",1962,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"899","MYANMAR",1961,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"900","MYANMAR",1960,"OFFICIAL EXCHANGE RATE","WB",4.76,"Local currency/US$"
"901","MYANMAR",2013,"OTHERS USES - MILLED RICE","FAO",756.74,"000 t"
"902","MYANMAR",2012,"OTHERS USES - MILLED RICE","FAO",723.07,"000 t"
"903","MYANMAR",2011,"OTHERS USES - MILLED RICE","FAO",739.02,"000 t"
"904","MYANMAR",2010,"OTHERS USES - MILLED RICE","FAO",808.98,"000 t"
"905","MYANMAR",2009,"OTHERS USES - MILLED RICE","FAO",812.91,"000 t"
"906","MYANMAR",2008,"OTHERS USES - MILLED RICE","FAO",831.47,"000 t"
"907","MYANMAR",2007,"OTHERS USES - MILLED RICE","FAO",780,"000 t"
"908","MYANMAR",2006,"OTHERS USES - MILLED RICE","FAO",766.87,"000 t"
"909","MYANMAR",2005,"OTHERS USES - MILLED RICE","FAO",701.54,"000 t"
"910","MYANMAR",2004,"OTHERS USES - MILLED RICE","FAO",657.58,"000 t"
"911","MYANMAR",2003,"OTHERS USES - MILLED RICE","FAO",648.5,"000 t"
"912","MYANMAR",2002,"OTHERS USES - MILLED RICE","FAO",638.82,"000 t"
"913","MYANMAR",2001,"OTHERS USES - MILLED RICE","FAO",630.96,"000 t"
"914","MYANMAR",2000,"OTHERS USES - MILLED RICE","FAO",597.08,"000 t"
"915","MYANMAR",1999,"OTHERS USES - MILLED RICE","FAO",562.46,"000 t"
"916","MYANMAR",1998,"OTHERS USES - MILLED RICE","FAO",490.64,"000 t"
"917","MYANMAR",1997,"OTHERS USES - MILLED RICE","FAO",480.11,"000 t"
"918","MYANMAR",1996,"OTHERS USES - MILLED RICE","FAO",493.12,"000 t"
"919","MYANMAR",1995,"OTHERS USES - MILLED RICE","FAO",500.83,"000 t"
"920","MYANMAR",1994,"OTHERS USES - MILLED RICE","FAO",512.24,"000 t"
"921","MYANMAR",1993,"OTHERS USES - MILLED RICE","FAO",466.02,"000 t"
"922","MYANMAR",1992,"OTHERS USES - MILLED RICE","FAO",428.04,"000 t"
"923","MYANMAR",1991,"OTHERS USES - MILLED RICE","FAO",393.01,"000 t"
"924","MYANMAR",1990,"OTHERS USES - MILLED RICE","FAO",399.12,"000 t"
"925","MYANMAR",1989,"OTHERS USES - MILLED RICE","FAO",383.6,"000 t"
"926","MYANMAR",1988,"OTHERS USES - MILLED RICE","FAO",381.95,"000 t"
"927","MYANMAR",1987,"OTHERS USES - MILLED RICE","FAO",407.09,"000 t"
"928","MYANMAR",1986,"OTHERS USES - MILLED RICE","FAO",393.86,"000 t"
"929","MYANMAR",1985,"OTHERS USES - MILLED RICE","FAO",398.76,"000 t"
"930","MYANMAR",1984,"OTHERS USES - MILLED RICE","FAO",396.78,"000 t"
"931","MYANMAR",1983,"OTHERS USES - MILLED RICE","FAO",397.67,"000 t"
"932","MYANMAR",1982,"OTHERS USES - MILLED RICE","FAO",400.44,"000 t"
"933","MYANMAR",1981,"OTHERS USES - MILLED RICE","FAO",393.69,"000 t"
"934","MYANMAR",1980,"OTHERS USES - MILLED RICE","FAO",371.52,"000 t"
"935","MYANMAR",1979,"OTHERS USES - MILLED RICE","FAO",338.47,"000 t"
"936","MYANMAR",1978,"OTHERS USES - MILLED RICE","FAO",301.44,"000 t"
"937","MYANMAR",1977,"OTHERS USES - MILLED RICE","FAO",272.38,"000 t"
"938","MYANMAR",1976,"OTHERS USES - MILLED RICE","FAO",260.24,"000 t"
"939","MYANMAR",1975,"OTHERS USES - MILLED RICE","FAO",249.72,"000 t"
"940","MYANMAR",1974,"OTHERS USES - MILLED RICE","FAO",231.17,"000 t"
"941","MYANMAR",1973,"OTHERS USES - MILLED RICE","FAO",231.8,"000 t"
"942","MYANMAR",1972,"OTHERS USES - MILLED RICE","FAO",233.03,"000 t"
"943","MYANMAR",1971,"OTHERS USES - MILLED RICE","FAO",241.67,"000 t"
"944","MYANMAR",1970,"OTHERS USES - MILLED RICE","FAO",225.01,"000 t"
"945","MYANMAR",1969,"OTHERS USES - MILLED RICE","FAO",214.58,"000 t"
"946","MYANMAR",1968,"OTHERS USES - MILLED RICE","FAO",215.76,"000 t"
"947","MYANMAR",1967,"OTHERS USES - MILLED RICE","FAO",221.14,"000 t"
"948","MYANMAR",2013,"PROCESSED - MILLED RICE","FAO",2752.7,"000 t"
"949","MYANMAR",2012,"PROCESSED - MILLED RICE","FAO",2625.65,"000 t"
"950","MYANMAR",2011,"PROCESSED - MILLED RICE","FAO",2668,"000 t"
"951","MYANMAR",2010,"PROCESSED - MILLED RICE","FAO",2879.74,"000 t"
"952","MYANMAR",2009,"PROCESSED - MILLED RICE","FAO",2795.05,"000 t"
"953","MYANMAR",2008,"PROCESSED - MILLED RICE","FAO",3387.94,"000 t"
"954","MYANMAR",2007,"PROCESSED - MILLED RICE","FAO",2900.92,"000 t"
"955","MYANMAR",2006,"PROCESSED - MILLED RICE","FAO",2731.52,"000 t"
"956","MYANMAR",2005,"PROCESSED - MILLED RICE","FAO",2413.9,"000 t"
"957","MYANMAR",2004,"PROCESSED - MILLED RICE","FAO",2202.16,"000 t"
"958","MYANMAR",2003,"PROCESSED - MILLED RICE","FAO",1905.71,"000 t"
"959","MYANMAR",2002,"PROCESSED - MILLED RICE","FAO",1905.72,"000 t"
"960","MYANMAR",2001,"PROCESSED - MILLED RICE","FAO",1821.02,"000 t"
"961","MYANMAR",2000,"PROCESSED - MILLED RICE","FAO",1609.27,"000 t"
"962","MYANMAR",1999,"PROCESSED - MILLED RICE","FAO",1482.22,"000 t"
"963","MYANMAR",1998,"PROCESSED - MILLED RICE","FAO",1270.48,"000 t"
"964","MYANMAR",1997,"PROCESSED - MILLED RICE","FAO",1270.48,"000 t"
"965","MYANMAR",1996,"PROCESSED - MILLED RICE","FAO",1270.48,"000 t"
"966","MYANMAR",1995,"PROCESSED - MILLED RICE","FAO",1185.78,"000 t"
"967","MYANMAR",1994,"PROCESSED - MILLED RICE","FAO",1270.48,"000 t"
"968","MYANMAR",1993,"PROCESSED - MILLED RICE","FAO",1143.43,"000 t"
"969","MYANMAR",1992,"PROCESSED - MILLED RICE","FAO",1058.73,"000 t"
"970","MYANMAR",1991,"PROCESSED - MILLED RICE","FAO",846.98,"000 t"
"971","MYANMAR",1990,"PROCESSED - MILLED RICE","FAO",931.68,"000 t"
"972","MYANMAR",1989,"PROCESSED - MILLED RICE","FAO",931.68,"000 t"
"973","MYANMAR",1988,"PROCESSED - MILLED RICE","FAO",1185.78,"000 t"
"974","MYANMAR",1987,"PROCESSED - MILLED RICE","FAO",1270.48,"000 t"
"975","MYANMAR",1986,"PROCESSED - MILLED RICE","FAO",1058.73,"000 t"
"976","MYANMAR",1985,"PROCESSED - MILLED RICE","FAO",1058.73,"000 t"
"977","MYANMAR",1984,"PROCESSED - MILLED RICE","FAO",931.68,"000 t"
"978","MYANMAR",1983,"PROCESSED - MILLED RICE","FAO",846.98,"000 t"
"979","MYANMAR",1982,"PROCESSED - MILLED RICE","FAO",974.03,"000 t"
"980","MYANMAR",1981,"PROCESSED - MILLED RICE","FAO",974.03,"000 t"
"981","MYANMAR",1980,"PROCESSED - MILLED RICE","FAO",931.68,"000 t"
"982","MYANMAR",1979,"PROCESSED - MILLED RICE","FAO",770.76,"000 t"
"983","MYANMAR",1978,"PROCESSED - MILLED RICE","FAO",635.24,"000 t"
"984","MYANMAR",1977,"PROCESSED - MILLED RICE","FAO",338.79,"000 t"
"985","MYANMAR",1976,"PROCESSED - MILLED RICE","FAO",296.44,"000 t"
"986","MYANMAR",1975,"PROCESSED - MILLED RICE","FAO",296.44,"000 t"
"987","MYANMAR",1974,"PROCESSED - MILLED RICE","FAO",254.1,"000 t"
"988","MYANMAR",1973,"PROCESSED - MILLED RICE","FAO",292.21,"000 t"
"989","MYANMAR",1972,"PROCESSED - MILLED RICE","FAO",351.5,"000 t"
"990","MYANMAR",1971,"PROCESSED - MILLED RICE","FAO",296.44,"000 t"
"991","MYANMAR",1970,"PROCESSED - MILLED RICE","FAO",279.5,"000 t"
"992","MYANMAR",1969,"PROCESSED - MILLED RICE","FAO",232.92,"000 t"
"993","MYANMAR",1968,"PROCESSED - MILLED RICE","FAO",254.1,"000 t"
"994","MYANMAR",1967,"PROCESSED - MILLED RICE","FAO",211.75,"000 t"
